RA,Dec,Vmag,Bmag,B-V
89.644193,28.546074,17.0611,18.2238,1.1627
89.266822,28.544235,16.0885,16.9833,0.8948
89.342276,28.543851,16.7827,18.2203,1.4376
89.527291,28.544269,16.2011,17.0492,0.8481
89.472871,28.544218,15.9941,16.7304,0.7363
89.635512,28.544262,14.1894,14.6348,0.4454
89.467669,28.543391,14.1619,14.8451,0.6832
89.317777,28.543343,17.315,17.9524,0.6374
89.679136,28.544475,15.5034,16.1812,0.6778
89.617775,28.543362,12.4052,13.0645,0.6593
89.807791,28.54439,15.5781,16.449,0.8709
89.506498,28.543645,16.9773,17.6898,0.7125
89.377747,28.542658,15.8016,16.684,0.8824
89.802397,28.543736,13.8238,14.8197,0.9959
89.756863,28.544095,16.8567,17.6072,0.7505
89.384572,28.542883,17.1418,18.0113,0.8695
89.718201,28.543731,17.6515,18.5497,0.8982
89.697752,28.543358,16.2606,16.7642,0.5036
89.764799,28.543321,16.3572,17.055,0.6978
89.75687,28.544098,16.8576,17.6072,0.7496
89.604948,28.542467,16.2398,16.8459,0.6061
89.337205,28.540587,13.6213,14.1989,0.5776
89.716884,28.542468,16.9214,17.5934,0.672
89.431078,28.541125,16.0642,16.8275,0.7633
89.811375,28.542411,16.6688,17.5039,0.8351
89.520736,28.541007,15.3018,15.779,0.4772
89.346396,28.54038,16.6904,17.3751,0.6847
89.297742,28.539113,17.1474,17.9127,0.7653
89.748632,28.540779,17.4721,18.0668,0.5947
89.680431,28.540315,16.9458,17.7394,0.7936
89.454698,28.538084,11.6056,13.1357,1.5301
89.798685,28.540242,17.0057,17.7655,0.7598
89.3118,28.53814,16.7198,17.3081,0.5883
89.821359,28.539672,16.0076,16.8146,0.807
89.493949,28.53872,15.702,16.4992,0.7972
89.791311,28.539531,16.9409,17.6837,0.7428
89.524181,28.538336,14.5826,15.746,1.1634
89.764113,28.539421,17.5226,18.3749,0.8523
89.622871,28.538387,14.4127,15.5256,1.1129
89.585416,28.53871,16.6879,17.4816,0.7937
89.382904,28.537129,14.9929,15.6969,0.704
89.264376,28.536772,16.0014,16.7804,0.779
89.249899,28.536922,17.5014,18.3517,0.8503
89.33616,28.536423,16.306,17.0307,0.7247
89.744157,28.537676,16.5943,17.6014,1.0071
89.705818,28.537467,16.304,16.9709,0.6669
89.780302,28.537125,16.9813,17.6276,0.6463
89.68865,28.536551,17.0592,17.7314,0.6722
89.622796,28.536345,16.8034,17.542,0.7386
89.613801,28.536026,17.5648,18.2626,0.6978
89.723506,28.536371,17.7538,18.5989,0.8451
89.603348,28.535563,16.3623,17.0464,0.6841
89.547316,28.535562,17.0754,18.1704,1.095
89.798819,28.535595,14.8039,15.502,0.6981
89.823956,28.535962,16.861,17.859,0.998
89.732011,28.535519,16.7585,17.5163,0.7578
89.545679,28.534661,16.9847,17.8933,0.9086
89.59857,28.534358,15.508,16.2198,0.7118
89.562754,28.534112,15.0721,15.8526,0.7805
89.273405,28.532682,15.6927,16.9713,1.2786
89.815955,28.533997,15.8875,16.7942,0.9067
89.450548,28.532595,12.0953,12.8539,0.7586
89.56856,28.533085,14.6843,15.3936,0.7093
